company_name,uid,sitz,kanton
Excello Immobilien AG,CHE-165.256.930,Münchenstein,BL
Exchimia Specialty Chemicals AG,CHE-237.498.090,Basel,BS
Exclusive Experience AG in Liquidation,CHE-278.463.226,Allschwil,BL
executive founders AG,CHE-160.316.016,Basel,BS
exedra ag,CHE-108.478.222,Basel,BS
exedra ag Basel,CHE-196.701.452,Basel,BS
exedra holding ag Basel,CHE-159.502.569,Basel,BS
exergie Haustechnik AG in Liquidation,CHE-171.510.462,Basel,BS
Exoteak AG,CHE-114.507.926,Basel,BS
EXPERFINA AG,CHE-102.673.630,Basel,BS
Expert Bau und Immobilien AG,CHE-109.853.877,Basel,BS
Experts for Experts (Schweiz) AG,CHE-100.113.366,Allschwil,BL
Exploma AG,CHE-402.836.460,Basel,BS
Explorair AG in Liq.,CHE-113.555.348,Basel,BS
Explorer Tours & Travel AG in Liquidation,CHE-107.455.661,Allschwil,BL
EXPO-CARGO AG,CHE-109.859.940,Basel,BS
Express Personal AG,CHE-106.835.498,Basel,BS
Expro AG,CHE-101.936.040,Schönenbuch,BL
Ex Team AG Kanalservices,CHE-101.583.668,Basel,BS
Extracon Capital AG,CHE-114.788.197,Basel,BS
Extrasys AG,CHE-365.052.274,Basel,BS
Exyte Switzerland AG,CHE-499.069.681,Basel,BS
Eydeer Solutions AG,CHE-241.226.465,Biel-Benken,BL
Eye Communications AG,CHE-108.387.298,Münchenstein,BL
eyelevel Schweiz AG in Liquidation,CHE-490.218.319,Basel,BS
EyeSense AG,CHE-112.767.439,Basel,BS
EZB AG,CHE-110.577.141,Bubendorf,BL
EZB Birs AG,CHE-101.164.171,Aesch (BL),BL
F1-Plus AG,CHE-105.628.703,Basel,BS
Faberling AG,CHE-302.035.749,Bottmingen,BL
F.A.B. - Forschungs- und Architekturbüro AG,CHE-113.880.305,Basel,BS
Fabi Demontagen AG,CHE-114.134.802,Muttenz,BL
fabiolamoda AG,CHE-461.832.078,Basel,BS
Fabio von Arx AG,CHE-232.116.346,Basel,BS
Fabrik Event Allschwil AG,CHE-103.570.211,Allschwil,BL
Fabrik ZEHN AG,CHE-323.540.119,Allschwil,BL
Fachin Car AG,CHE-116.038.983,Zwingen,BL
FachSport AG,CHE-471.880.972,Zwingen,BL
factorP AG,CHE-113.955.044,Basel,BS
FAGUMIT AG,CHE-100.838.618,Basel,BS
FAHAMU AG,CHE-380.215.224,Basel,BS
Fahrschule Strub AG in Liquidation,CHE-106.728.218,Basel,BS
Fair Commerce AG,CHE-103.384.743,Basel,BS
Fair Side Investments AG,CHE-104.475.779,Basel,BS
Falchi Immobilien AG,CHE-245.568.551,Liestal,BL
Falkenhorst AG,CHE-102.761.286,Muttenz,BL
Falkenroth AG,CHE-283.036.717,Basel,BS
Falkenroth Development AG,CHE-428.057.598,Basel,BS
Falkenroth Invest AG,CHE-418.126.708,Basel,BS
Falkenroth Invest Alpha AG,CHE-328.731.394,Basel,BS
Falkenstein AG,CHE-370.201.634,Füllinsdorf,BL
Falken-Treuhand AG,CHE-107.738.366,Füllinsdorf,BL
Falk Travel AG,CHE-417.164.534,Basel,BS
FaMa Holding Arlesheim AG,CHE-190.201.659,Arlesheim,BL
Famas AG,CHE-101.274.687,Muttenz,BL
Famfina AG,CHE-101.126.934,Oberwil (BL),BL
Famial Holding AG,CHE-101.387.736,Basel,BS
FamilienPflege Schweiz AG,CHE-424.014.414,Reinach (BL),BL
Family DOC AG,CHE-243.815.075,Basel,BS
Family Office von Sayn-Wittgenstein AG,CHE-114.013.676,Basel,BS
Famitin AG,CHE-203.737.351,Ormalingen,BL
Fankhauser Architektur AG,CHE-114.929.807,Reinach (BL),BL
Fankhauser Arealentwicklungen AG,CHE-108.283.055,Reinach (BL),BL
Fankhauser Karrieremanagement AG,CHE-495.759.568,Basel,BS
Fanpoints AG,CHE-392.921.688,Basel,BS
FAPA (Schweiz) AG,CHE-380.058.605,Pratteln,BL
Farmland Holding AG,CHE-150.553.046,Riehen,BS
Farnair Holding AG,CHE-112.251.124,Pratteln,BL
Farnsburg Erlebnis AG,CHE-258.609.484,Ormalingen,BL
Farnsburg Immobilien AG,CHE-289.243.344,Gelterkinden,BL
Fasler Heiz- & Dieselöl AG,CHE-106.772.768,Bretzwil,BL
Fasnacht & Partner AG,CHE-106.134.881,Basel,BS
Fässler & Steinmetz AG,CHE-103.828.929,Basel,BS
FASTECH AG,CHE-106.765.716,Pratteln,BL
FASTECH HOLDING AG,CHE-442.512.035,Pratteln,BL
FAST Frank A. Stich AG,CHE-106.055.431,Lupsingen,BL
FAUNUS AG,CHE-242.242.202,Basel,BS
Favoris AG,CHE-112.896.249,Basel,BS
Favoris Holding AG in Liquidation,CHE-110.243.929,Basel,BS
Favoriter AG,CHE-114.340.023,Basel,BS
FBAM Swiss AG,CHE-113.833.381,Basel,BS
FBP Bauökonomie Holding AG,CHE-163.445.584,Basel,BS
F. Brunner AG,CHE-495.612.379,Therwil,BL
FB System AG,CHE-377.970.857,Niederdorf,BL
FC Basel 1893 AG,CHE-112.786.916,Basel,BS
FC Basel Community AG,CHE-267.632.677,Basel,BS
FC Basel Holding AG,CHE-108.580.085,Basel,BS
F Design Landscape AG,CHE-261.543.443,Bubendorf,BL
Fehlbaum Film AG,CHE-469.242.360,Muttenz,BL
Feigenwinter und Sohn AG,CHE-101.004.389,Reinach (BL),BL
Feinbäckerei am Riehentor AG,CHE-260.270.024,Basel,BS
Feinbäckerei Weber AG,CHE-107.782.261,Birsfelden,BL
Felber Finanz AG,CHE-320.966.261,Niederdorf,BL
Felber Glas + Bau AG,CHE-101.270.413,Oberwil (BL),BL
Feldberg AG,CHE-401.087.721,Basel,BS
Feldberg Spitex AG,CHE-388.287.983,Basel,BS
Felder & Jetzer AG Elektrounternehmung,CHE-106.047.408,Basel,BS
Feldfabrik AG,CHE-197.009.991,Allschwil,BL
FELD M Schweiz AG,CHE-472.904.954,Basel,BS
FeldX AG,CHE-457.186.559,Binningen,BL
Felicitas Immobilien AG,CHE-103.938.133,Basel,BS
Felidae AG,CHE-153.259.732,Allschwil,BL
Felippi Gruppe AG in Liquidation,CHE-106.764.094,Pfeffingen,BL
Felix Freivogel AG,CHE-453.739.198,Gelterkinden,BL
Felix Immobilien AG,CHE-464.855.213,Zwingen,BL
Felix Platter Immobilien AG,CHE-453.281.012,Basel,BS
Felix Transport AG,CHE-106.073.883,Zwingen,BL
Felix Transport Holding AG,CHE-113.338.153,Zwingen,BL
Felmos Immobilien AG,CHE-404.488.950,Basel,BS
Felmos Invest AG,CHE-112.329.996,Basel,BS
Fema Retail AG,CHE-387.940.496,Frenkendorf,BL
Fematic AG in Liquidation,CHE-172.364.559,Hölstein,BL
Fenasse SA,CHE-103.026.580,Basel,BS
Fengguang Europe AG,CHE-270.192.733,Basel,BS
Fenner Informatik AG,CHE-106.824.827,Aesch (BL),BL
FerHaus AG,CHE-472.501.510,Arlesheim,BL
Ferienclub Privilège AG,CHE-100.996.370,Liestal,BL
Fermabal AG,CHE-103.112.156,Basel,BS
Fermeto Handels AG,CHE-105.978.592,Münchenstein,BL
Fernseh Fehr AG,CHE-108.017.766,Therwil,BL
FERRANET AG,CHE-140.644.078,Reinach (BL),BL
Ferrara Architekten AG,CHE-112.411.379,Basel,BS
Ferrara+Streule Bauprojekt- und Arealentwicklungen AG,CHE-283.003.764,Binningen,BL
Ferrer floors AG,CHE-110.593.683,Reinach (BL),BL
Fertig Consulting AG,CHE-323.777.845,Basel,BS
Fertigungscenter Zumbrunn AG,CHE-115.784.279,Thürnen,BL
FERTILITAS IVF-ICSI AG in Liquidation,CHE-317.394.743,Basel,BS
Fesu Holding AG,CHE-113.993.760,Basel,BS
Feuz Parkett AG,CHE-105.443.552,Therwil,BL
FEWU Holding AG,CHE-317.769.659,Aesch (BL),BL
F. + E. Zimmermann AG,CHE-105.938.693,Basel,BS
ffbk Architekten AG,CHE-101.878.365,Münchenstein,BL
ffbk holding ag,CHE-101.085.399,Münchenstein,BL
ffinal 09 AG,CHE-114.802.911,Basel,BS
F&F L'oro dell'oliva AG,CHE-259.736.518,Blauen,BL
FFood Company AG,CHE-374.100.943,Basel,BS
FGen AG,CHE-313.676.177,Basel,BS
F. Georg Transporte AG,CHE-103.165.454,Basel,BS
F & H Ablauf und Kanalsanierungen AG,CHE-115.010.491,Allschwil,BL
FHB Finanzhaus Basel Holding AG,CHE-106.503.085,Basel,BS
F. Hilpert Kinderautomaten AG,CHE-272.445.916,Duggingen,BL
F. Hoffmann-La Roche AG,CHE-105.815.381,Basel,BS
FIBA Consulting AG,CHE-108.421.618,Aesch (BL),BL
FIBA Invest AG,CHE-113.442.307,Aesch (BL),BL
FIBA Real Estate AG,CHE-112.363.007,Aesch (BL),BL
FIBER Finanz & Beratungs AG,CHE-101.710.317,Basel,BS
Fibonacci AG,CHE-472.223.363,Basel,BS
Fibraforce AG,CHE-390.755.551,Basel,BS
Ficus AG,CHE-438.107.074,Basel,BS
Fidelitas AG,CHE-268.163.521,Basel,BS
Fidem Treuhand AG,CHE-107.429.505,Laufen,BL
Fidenti AG,CHE-483.075.670,Basel,BS
Fidimag Treuhand AG,CHE-102.723.937,Basel,BS
Fiducia.at.Invest AG,CHE-299.066.931,Basel,BS
FIDUCIAM AG,CHE-207.905.044,Basel,BS
Fiedler Consulting AG,CHE-105.266.712,Sissach,BL
FIEGE Air Cargo Logistics Schweiz AG,CHE-329.527.560,Münchenstein,BL
Fiege Logistik (Schweiz) AG,CHE-102.326.602,Münchenstein,BL
Fielmann AG,CHE-106.827.671,Basel,BS
FILADOS AG,CHE-108.170.422,Pratteln,BL
Filax Medical AG,CHE-300.423.974,Basel,BS
Filim Consulting & Investments AG,CHE-171.941.922,Basel,BS
FILO AG,CHE-114.015.480,Seltisberg,BL
FIMAG AG,CHE-108.617.825,Rünenberg,BL
FimmCyte AG,CHE-174.194.506,Basel,BS
Finadis AG,CHE-435.685.883,Basel,BS
FinanceFarm AG,CHE-280.030.894,Muttenz,BL
Finanzinvest AG,CHE-109.386.829,Basel,BS
Finanz Team Schweiz AG,CHE-224.546.785,Basel,BS
Finanz und Bau AG interfinancia,CHE-107.905.138,Binningen,BL
Finanz- und Wirtschaftsberatung Andreas K. Huwiler & Partner AG,CHE-333.556.926,Pfeffingen,BL
finanzwerkstatt ag,CHE-101.685.895,Arlesheim,BL
FINAS Broker AG,CHE-197.859.021,Muttenz,BL
FINBERG AG,CHE-144.770.670,Basel,BS
finebrain.com AG,CHE-105.512.503,Basel,BS
FineCollab AG,CHE-381.077.143,Basel,BS
Fine Good Group AG,CHE-113.487.942,Münchenstein,BL
Finest Living AG,CHE-135.899.945,Basel,BS
FinMIA Swiss Holding AG,CHE-106.536.883,Basel,BS
Finnascor AG,CHE-143.049.386,Birsfelden,BL
Finor AG,CHE-152.476.209,Muttenz,BL
FinTectra AG,CHE-301.975.207,Röschenz,BL
"Fintresa, Finanz- und Treuhand AG",CHE-108.060.874,Tenniken,BL
Finut AG,CHE-254.971.644,Basel,BS
fin.visor AG,CHE-287.578.756,Pratteln,BL
Firalux Design AG,CHE-108.524.164,Böckten,BL
Firfeld AG,CHE-253.208.451,Basel,BS
Firmit Immobilien AG,CHE-227.994.884,Basel,BS
First Class Consulting AG,CHE-222.283.422,Pratteln,BL
First Consulenza AG,CHE-441.965.405,Basel,BS
First Protec AG in Liquidation,CHE-344.004.714,Basel,BS
First Site Invest AG,CHE-176.127.857,Basel,BS
First Swiss Capital AG,CHE-229.480.751,Basel,BS
"Fischer-Art AG, Architekturstudio",CHE-103.739.378,Basel,BS
Fischer Immobilien AG Basel,CHE-100.748.984,Basel,BS
Fischer Investment AG,CHE-108.044.616,Muttenz,BL
"Fischer + Partner AG, Rechtsanwälte und Steuerexperten",CHE-114.320.173,Basel,BS
Fischer System Technik AG,CHE-491.971.968,Arlesheim,BL
Fischler Architekten AG,CHE-110.488.833,Basel,BS
Fischli Venture Partners AG,CHE-199.969.229,Allschwil,BL
Fishawack Archimed AG,CHE-263.243.644,Basel,BS
Fisher Scientific AG,CHE-106.777.033,Reinach (BL),BL
Fistag Treuhand AG,CHE-107.879.558,Wahlen,BL
Fit 4-ever AG,CHE-455.172.233,Sissach,BL
Fitcom AG,CHE-490.710.916,Liestal,BL
Fitcom Sissach AG,CHE-279.758.776,Sissach,BL
Fitnessbetriebe Schönthal AG,CHE-101.358.410,Liestal,BL
Fitnessbox AG,CHE-419.596.206,Laufen,BL
Fitness Mühlematt AG,CHE-148.087.856,Oberwil (BL),BL
fitnessplus basel ag,CHE-114.723.915,Basel,BS
Fitnesstreff Niklaus AG,CHE-114.357.041,Reinach (BL),BL
Fitorama AG Fitness Center,CHE-111.737.074,Basel,BS
FITPASS AG,CHE-226.353.547,Basel,BS
Fitpass Schweiz AG,CHE-387.762.160,Basel,BS
Fives Cryomec AG,CHE-107.880.461,Allschwil,BL
Five Star Logistics AG,CHE-107.590.365,Basel,BS
Fixus Holding AG,CHE-114.369.417,Seltisberg,BL
Fjord Vertriebs-AG,CHE-102.088.785,Muttenz,BL
FKC Schweiz AG,CHE-112.584.235,Basel,BS
FK Immobilien AG,CHE-198.229.242,Reinach (BL),BL
Flagship Holding AG,CHE-357.625.417,Muttenz,BL
Flaigg AG,CHE-108.093.537,Aesch (BL),BL
Flamex AG,CHE-103.684.398,Reinach (BL),BL
Flamingo AG,CHE-345.682.093,Basel,BS
Flammer AG,CHE-107.738.627,Basel,BS
Flatt & Partner AG,CHE-110.517.794,Basel,BS
Flaver AG,CHE-105.863.500,Reinach (BL),BL
FLECON AG,CHE-111.998.999,Basel,BS
fledro Personal Consulting AG,CHE-142.520.961,Basel,BS
Fleig AG,CHE-105.816.104,Basel,BS
FlexDesign AG in Liquidation,CHE-475.211.480,Pratteln,BL
FLEYG AG,CHE-271.496.147,Basel,BS
Fliesen Park AG,CHE-154.266.841,Basel,BS
FLi-Fi AG,CHE-466.094.063,Pratteln,BL
f-light consult ag,CHE-114.935.593,Oberwil (BL),BL
FlightSim Studio AG,CHE-267.698.274,Basel,BS
Flint's Praxis für Kleintiere AG,CHE-247.534.936,Pratteln,BL
FLOATING VENUES AG,CHE-351.474.999,Basel,BS
FloMaJoJo AG,CHE-251.210.141,Basel,BS
FLONEX AG,CHE-105.126.761,Birsfelden,BL
Florea Darse AG,CHE-115.076.917,Basel,BS
Florea Terrasse AG in Liquidation,CHE-115.076.923,Basel,BS
Florin AG,CHE-105.939.669,Muttenz,BL
Florix AG,CHE-350.857.122,Basel,BS
FlowerScandal AG,CHE-308.830.455,Oberwil (BL),BL
Flow Investment AG,CHE-370.318.963,Basel,BS
flowspek ag,CHE-104.554.479,Basel,BS
FLS Furness Lagerhaus & Speditions AG,CHE-105.891.778,Pratteln,BL
FLS Immobilien AG,CHE-217.977.370,Pratteln,BL
Flubacher Nyfeler Partner Architekten AG,CHE-108.525.749,Basel,BS
Flubacher + Partner AG,CHE-116.351.109,Muttenz,BL
Flück Basel AG,CHE-252.789.146,Basel,BS
Flückiger Agritech AG,CHE-107.291.566,Wintersingen,BL
Flückiger Schreinerei AG,CHE-116.367.004,Arlesheim,BL
Flück Treuhand AG,CHE-106.407.317,Basel,BS
Flüela Holding AG,CHE-360.266.655,Frenkendorf,BL
Fluentas Holding AG,CHE-102.434.373,Birsfelden,BL
Flugschule Basel AG,CHE-105.908.321,Muttenz,BL
Flühmann AG,CHE-101.506.136,Oberwil (BL),BL
Flureba AG in Liquidation,CHE-106.414.151,Basel,BS
"Fluri AG, Hoch- + Tiefbau",CHE-107.793.649,Langenbruck,BL
Flurim Haustechnik AG,CHE-422.538.126,Aesch (BL),BL
FLUSSBUS AG,CHE-351.999.517,Basel,BS
Fluvia AG,CHE-103.953.463,Therwil,BL
FLUXDOCK AG,CHE-273.041.243,Münchenstein,BL
FlyerBits AG in Liquidation,CHE-170.720.146,Basel,BS
Flynn Holding AG,CHE-333.974.471,Bottmingen,BL
Fly Transport AG,CHE-342.384.251,Pratteln,BL
FMB Fartygsmagasinet Basel AG,CHE-104.017.879,Basel,BS
FMC fine Metal Cards AG,CHE-167.759.691,Arisdorf,BL
FOCO Lager- & Fördertechnik AG,CHE-102.428.444,Aesch (BL),BL
Focus Beteiligungen AG,CHE-102.679.147,Basel,BS
Focus Discount AG,CHE-488.251.804,Basel,BS
FOGG AG,CHE-100.888.042,Basel,BS
FOGGIA AG,CHE-101.849.369,Basel,BS
F.O.K. AG,CHE-114.533.993,Bottmingen,BL
FOLCO Schweiz AG,CHE-111.719.811,Allschwil,BL
Fonda AG,CHE-102.724.925,Basel,BS
Fontarocca Brunnen & Naturstein AG,CHE-102.084.534,Liestal,BL
Foodcult Group AG,CHE-394.654.989,Basel,BS
Force Communications AG,CHE-113.684.098,Liestal,BL
Forces Motrices de la Veveyse SA,CHE-184.467.315,Münchenstein,BL
Förch AG,CHE-101.788.940,Pratteln,BL
Formbau AG,CHE-106.305.510,Liestal,BL
formcut AG,CHE-101.993.701,Arlesheim,BL
Formex AG,CHE-108.299.458,Bubendorf,BL
Formex Immobilien AG,CHE-104.149.989,Bubendorf,BL
Formiva AG,CHE-209.576.997,Basel,BS
Fornax Technologies AG,CHE-205.498.789,Basel,BS
Forsberg AG,CHE-107.968.044,Basel,BS
Forsberg Architekten AG,CHE-112.808.736,Basel,BS
Forster Gartenbau AG,CHE-108.730.887,Titterten,BL
Forster Kühlanlagen AG,CHE-100.443.160,Arlesheim,BL
Fortlet AG,CHE-135.958.950,Basel,BS
Fortlet Holding AG,CHE-350.689.439,Basel,BS
Fortura AG,CHE-102.014.396,Zunzgen,BL
Forty51 Advisors AG,CHE-210.724.595,Basel,BS
Forum Raurach AG,CHE-471.701.963,Liestal,BL
FoRx Therapeutics AG,CHE-336.934.781,Basel,BS
Föry Consulting AG,CHE-106.735.170,Basel,BS
FORZA AG,CHE-115.278.295,Gelterkinden,BL
Forza Electric Motors AG,CHE-187.389.404,Basel,BS
Fotohaus Wolf AG,CHE-107.303.554,Basel,BS
Fotolabor Spiess AG,CHE-103.574.031,Liestal,BL
Fo-To Reproservice AG,CHE-107.738.573,Basel,BS
Four Sisters AG,CHE-314.140.577,Liestal,BL
Fox Bau AG,CHE-102.006.847,Basel,BS
Fracht Africa AG,CHE-148.471.887,Basel,BS
Fracht AG,CHE-105.805.744,Basel,BS
Fracht Asia & Australia AG,CHE-165.947.744,Basel,BS
Fracht FWO AG,CHE-107.877.795,Basel,BS
Fracht North America AG,CHE-349.860.181,Basel,BS
Fracht Northern Europe AG,CHE-182.599.012,Basel,BS
Fracht South America AG,CHE-232.431.322,Basel,BS
Frachtsped AG,CHE-105.227.557,Lausen,BL
Fragola Fashion AG,CHE-112.566.651,Basel,BS
FRAMAG Corporate Finance AG,CHE-110.615.215,Bottmingen,BL
Frammelsberger Holzhaus Swiss AG,CHE-135.050.312,Reinach (BL),BL
Framus AG,CHE-109.878.854,Basel,BS
Franco Cecere Bauservice AG,CHE-447.128.394,Bottmingen,BL
"Frank AG, Wand- und Deckenverkleidungen",CHE-103.762.762,Biel-Benken,BL
Franklin Watson Real Estate AG,CHE-195.489.315,Basel,BS
Franz BÜRGIN AG,CHE-107.737.680,Arlesheim,BL
Franz Kurz AG,CHE-107.797.825,Sissach,BL
Franz Pauli & Cie AG,CHE-100.114.615,Reinach (BL),BL
"Franz, Spaar & Partner Treuhand AG",CHE-107.875.738,Basel,BS
FraTel Talarico AG,CHE-238.999.130,Riehen,BS
Frauenpraxis Maternité AG,CHE-190.081.131,Reinach (BL),BL
Fraval AG,CHE-103.113.948,Basel,BS
Fred Senn AG,CHE-113.547.538,Basel,BS
Free AG,CHE-116.199.764,Binningen,BL
FREI AQUASERVICE AG,CHE-107.688.018,Aesch (BL),BL
Freight Bus Ltd,CHE-100.008.752,Basel,BS
FREIGHT-LOGISTIC AG,CHE-104.998.528,Therwil,BL
Frei Treuhand- & Revisions AG,CHE-102.145.911,Basel,BS
Freivogel Immo AG,CHE-102.284.346,Gelterkinden,BL
FREKA AG,CHE-242.493.891,Oberwil (BL),BL
Fremoda AG,CHE-102.086.527,Bottmingen,BL
Frenkenklinik AG,CHE-112.770.499,Niederdorf,BL
Frenke PipeSolution AG,CHE-112.449.933,Niederdorf,BL
Frenus AG,CHE-209.815.274,Pratteln,BL
Frésard AG,CHE-102.724.865,Basel,BS
FreshCo AG,CHE-193.995.234,Pratteln,BL
Freshpack AG,CHE-213.795.806,Basel,BS
Frey AG Reigoldswil,CHE-107.289.049,Reigoldswil,BL
Fridolin Karrer Immobilien AG in Liquidation,CHE-223.302.447,Laufen,BL
Friedberg Liestal AG,CHE-111.967.272,Liestal,BL
Friedlin AG Riehen,CHE-101.472.566,Riehen,BS
Friedrich Reinhardt AG,CHE-105.968.429,Basel,BS
FRIEDRICH WOLFF AG,CHE-101.472.112,Riehen,BS
Frigometic AG,CHE-102.418.233,Reinach (BL),BL
Fringeli Transport AG,CHE-108.700.691,Duggingen,BL
FR Invest BS AG,CHE-474.861.801,Basel,BS
Frischer AG,CHE-395.906.018,Birsfelden,BL
FRISTA RETAIL AG,CHE-396.873.723,Basel,BS
FRIT Immobilien AG,CHE-184.974.753,Basel,BS
Fritsch AG,CHE-334.247.037,Eptingen,BL
Fritschi & Co. AG,CHE-102.408.571,Reinach (BL),BL
FRITZ BERTSCHI AG,CHE-107.783.243,Birsfelden,BL
Fritz Brunner Treuhand AG,CHE-107.737.409,Reinach (BL),BL
Fritz B. Walliser Holding AG,CHE-113.804.385,Reinach (BL),BL
Fritz Jutzi Schreinerei AG,CHE-153.718.697,Duggingen,BL
"Fritz Koch, Mosaik-Keramik- und Industriebeläge AG",CHE-105.825.480,Pratteln,BL
Fritz Meyer AG,CHE-107.733.073,Basel,BS
Fritz Meyer Holding AG,CHE-104.459.303,Basel,BS
Fritz Müller-Hartmann AG,CHE-107.787.123,Rünenberg,BL
Fritz Schweighauser AG,CHE-107.295.736,Bottmingen,BL
Frizbee Immobilien AG,CHE-103.524.814,Oberwil (BL),BL
Fröde Möbelspedition AG,CHE-106.207.818,Pratteln,BL
Froesch + Scherr AG,CHE-112.177.108,Birsfelden,BL
FrogLux AG,CHE-445.373.623,Reinach (BL),BL
Fröhlicher Treuhand AG,CHE-448.544.281,Binningen,BL
Fröhlich Landschafts-Gärtnerei AG,CHE-106.415.452,Oberwil (BL),BL
Froidevaux AG,CHE-102.339.272,Zwingen,BL
Fromiba AG,CHE-109.886.150,Basel,BS
Frozen Brothers Switzerland AG,CHE-158.034.034,Reinach (BL),BL
Fr. Sauter AG,CHE-101.267.204,Basel,BS
Fr. Sauter Holding AG,CHE-100.648.199,Basel,BS
FRS Finanz AG,CHE-259.615.205,Basel,BS
FRS Invest AG,CHE-335.832.190,Basel,BS
Fruba AG,CHE-102.725.037,Münchenstein,BL
Früh Verwaltungs AG,CHE-101.319.350,Oberwil (BL),BL
FRUMAG AG,CHE-100.278.671,Lausen,BL
Frumenta AG,CHE-101.312.773,Arlesheim,BL
Fruselva Suisse AG,CHE-361.166.080,Basel,BS
Frutiger AG Basel,CHE-105.984.658,Basel,BS
FRUTTANATURA SA in Liq.,CHE-355.035.340,Basel,BS
FSD Industry AG,CHE-115.334.982,Giebenach,BL
FS Familienholding AG,CHE-220.844.172,Basel,BS
FS Freight Service AG,CHE-103.541.528,Basel,BS
FSI Holding AG,CHE-108.418.438,Lausen,BL
F + S Verwaltungs AG,CHE-105.858.019,Birsfelden,BL
FT Customs AG,CHE-203.904.502,Pratteln,BL
FT International AG,CHE-224.586.537,Pratteln,BL
FTI Touristik AG in Liquidation,CHE-107.434.357,Allschwil,BL
FT Log Holding AG,CHE-255.301.558,Pratteln,BL
FT Logistics AG,CHE-277.023.014,Pratteln,BL
FTN Holding AG,CHE-339.356.254,Reinach (BL),BL
FTS Food Technology Services AG,CHE-105.271.469,Pratteln,BL
FT Solutions Schweiz AG,CHE-452.859.405,Pratteln,BL
FTTG Invest AG,CHE-243.472.940,Basel,BS
FT Trading AG,CHE-454.731.348,Pratteln,BL
FT Warehouse AG,CHE-101.994.244,Pratteln,BL
FU-Beteiligungen AG,CHE-171.648.379,Bubendorf,BL
FUCHS-INFORMATIK AG,CHE-106.544.724,Liestal,BL
Fughetta AG,CHE-408.613.013,Basel,BS
Füglistaller AG,CHE-101.425.093,Oberwil (BL),BL
Fuhr Buser Partner Bauökonomie AG,CHE-105.591.603,Basel,BS
Fuhrer Werder + Partner AG in Liquidation,CHE-113.791.558,Basel,BS
Fulsoft AG,CHE-103.586.034,Basel,BS
FuMe AG,CHE-103.002.504,Basel,BS
Fumero Holding AG,CHE-428.408.924,Allschwil,BL
Functional Cosmetics Company AG,CHE-113.666.640,Muttenz,BL
Fundamento AG,CHE-380.241.629,Füllinsdorf,BL
Fundata Treuhand AG,CHE-103.627.041,Reinach (BL),BL
Fünfschilling AG Metallbau Stahlbau,CHE-105.956.366,Allschwil,BL
Furler + Partner Architektur AG,CHE-107.785.650,Liestal,BL
Furrer Holding AG,CHE-254.304.554,Lausen,BL
Furrer Klima- / Lüftungsreinigung AG,CHE-273.093.731,Biel-Benken,BL
Furrer Metallbau AG,CHE-107.879.096,Lausen,BL
Furrer Treuhand AG,CHE-107.796.808,Muttenz,BL
Fürst Kaminfeger AG,CHE-215.196.054,Brislach,BL
Fuse Up AG in Liquidation,CHE-465.087.899,Birsfelden,BL
Fuso Finanz- & Immobilien AG,CHE-103.591.650,Liestal,BL
Future Link AG,CHE-110.619.489,Reigoldswil,BL
FutureTree AG,CHE-400.103.530,Basel,BS
Futuro Immobilien AG,CHE-101.669.040,Arlesheim,BL
FV Consulting AG,CHE-199.064.676,Basel,BS
F. Wiederkehr AG in Liquidation,CHE-107.303.330,Basel,BS
fw Lichtkunst AG in Liquidation,CHE-456.269.013,Riehen,BS
Fy Cappa Biologics AG,CHE-264.647.487,Allschwil,BL
Gabam AG,CHE-230.548.798,Oberwil (BL),BL
GABA Schweiz AG,CHE-102.563.869,Therwil,BL
"Gabriel AG, Gesellschaft für Produktion und Handel",CHE-105.218.713,Basel,BS
Gaby Fashion AG,CHE-110.469.586,Allschwil,BL
GAC Basel AG,CHE-103.079.949,Basel,BS
GAF Gesellschaft zur Ausbildung von Führungskräften AG,CHE-111.733.573,Basel,BS
GAG AG,CHE-115.249.454,Basel,BS
GAIA Hotel AG,CHE-109.628.205,Basel,BS
Gaia Solutions AG,CHE-114.026.302,Bottmingen,BL
Gaius HR Holding AG,CHE-462.030.992,Basel,BS
Galerie Beyeler AG,CHE-114.161.561,Basel,BS
Galeriedurchgang AG,CHE-434.244.128,Basel,BS
Galerie Hilt AG,CHE-105.815.292,Basel,BS
GALERIE KNOELL AG,CHE-136.921.412,Basel,BS
Galerie Walu AG,CHE-104.936.361,Basel,BS
Gallmi AG,CHE-102.421.643,Basel,BS
Gally Investment AG,CHE-317.214.048,Basel,BS
Galore AG,CHE-492.606.253,Basel,BS
Galt Trading AG in Liquidation,CHE-165.051.960,Basel,BS
Galvita AG,CHE-274.883.115,Basel,BS
Gambrinus Basel AG,CHE-109.888.373,Basel,BS
Gamma Tauri AG,CHE-101.640.616,Basel,BS
Ganda Business Solutions AG,CHE-368.370.552,Basel,BS
Gan-Die AG,CHE-107.588.144,Muttenz,BL
Gantenbein AG Offsetdruck und Kartonage,CHE-103.875.314,Arlesheim,BL
Ganter Basel AG,CHE-109.609.283,Basel,BS
"Gänzle AG, Heizungs- und Oelfeuerungsservice",CHE-112.691.813,Muttenz,BL
garage bachofen + kobler ag,CHE-235.383.369,Ettingen,BL
Garage Bender AG,CHE-107.786.224,Münchenstein,BL
Garage B. Schmid AG,CHE-170.699.055,Reinach (BL),BL
Garage Carrosserie Demarzo AG,CHE-176.376.254,Allschwil,BL
